,text,text_mark_rm,text_checked,text_len
10614,참  프로그램보면  이승철이 지가 실세인거마냥  말하는것도 그렇고  가운대서 메인으로 심사하는것도 그렇고  편집도 이승철이  메인이거마냥 편집하는것도  솔직히 싫다  지입맛에만 맞게  평가하는게...  뭐이프로가 이승철의 입맛토랑도 아니고,참  프로그램보면  이승철이 지가 실세인거마냥  말하는것도 그렇고  가운대서 메인으로 심사하는것도 그렇고  편집도 이승철이  메인이거마냥 편집하는것도  솔직히 싫다  지입맛에만 맞게  평가하는게  뭐이프로가 이승철의 입맛토랑도 아니고,참  프로그램 보면  이승철이 지가 실세인 거처럼  말하는 것도 그렇고  가운 대서 메인으로 심사하는 것도 그렇고  편집도 이승철이  메인이 거처럼 편집하는 것도  솔직히 싫다  지 입맛에만 맞게  평가하는 게  뭐 이 프로가 이승철의 입맛 토랑도 아니고,130
10615,노래는 아닌듯..다른거 하세요.정말 못부르네요.,노래는 아닌듯다른거 하세요정말 못부르네요,노래는 아닌 듯 다른 거 하세요 정말 못 부르네요,22
10616,kihu 님 말처럼 앞 삼시세끼랑 뒤 부부의세계에 치여서 시청률 개박살 났네... 문제가 심각하다... 이유리 나가고 그나마 이정현 혼자 끌고가는 느낌인데... 이정현까지 나가면 거의 프로그램 망필이네,kihu 님 말처럼 앞 삼시세끼랑 뒤 부부의세계에 치여서 시청률 개박살 났네 문제가 심각하다 이유리 나가고 그나마 이정현 혼자 끌고가는 느낌인데 이정현까지 나가면 거의 프로그램 망필이네,kihu 님 말처럼 앞 삼시 세끼랑 뒤 부부의 세계에 치여서 시청률 개박살 났네 문제가 심각하다 이유리 나가고 그나마 이정현 혼자 끌고 가는 느낌인데 이정현까지 나가면 거의 프로그램 명필이네,103
10617,"삼시세끼 나오자마자....ppl덩어리 더킹과 트로토랑은 개박살나기시작함....오윤아 한명으로 다큐가 부족해서, 조정민까지 등장....","삼시세끼 나오자마자ppl덩어리 더킹과 트로토랑은 개박살나기시작함오윤아 한명으로 다큐가 부족해서, 조정민까지 등장","삼시 세끼 나오자마자 ppl 덩어리 더킹과 트로트랑은 걔 박살 나기 시작함 오윤아 한 명으로 다큐가 부족해서, 조정민까지 등장",62
10618,조정민씨가 누구임? 아무리 트롯이 대세라지만  이건 아닌듯..낙지 젓갈로 볶음밥..이게 요리임? 아이디어도 없고 칼질보니 실력도  별로.. 편스토랑에 나올 급은 아닌듯.. ㅠㅠ 이 프로도 하향길만 남은듯,조정민씨가 누구임 아무리 트롯이 대세라지만  이건 아닌듯낙지 젓갈로 볶음밥이게 요리임 아이디어도 없고 칼질보니 실력도  별로 편스토랑에 나올 급은 아닌듯 ㅠㅠ 이 프로도 하향길만 남은듯,조정민 씨가 누구임 아무리 트롯이 대세라지만  이건 아닌 듯 낙지 젓갈로 볶음밥이게 요리임 아이디어도 없고 칼질 보니 실력도  별로 편 스토리에 나올 급은 아닌 듯 ㅠㅠ 이 프로도 하행 길만 남은 듯,103
10619,이정현씨 분량이 방송 젤 처음에 배치되면 좋겠습니다. 매주 마지막에 나오니까 그 다음날 졸려요,이정현씨 분량이 방송 젤 처음에 배치되면 좋겠습니다 매주 마지막에 나오니까 그 다음날 졸려요,이정현 씨 분량이 방송 젤 처음에 배치되면 좋겠습니다 매주 마지막에 나오니까 그 다음날 졸려요,51
10620,민이 보려고 기다렸는데 ㅜㅜ 담주엔 민이 많이 나오게 해 주세요 ~,민이 보려고 기다렸는데 ㅜㅜ 담주엔 민이 많이 나오게 해 주세요 ,민이 보려고 기다렸는데 ㅜㅜ 담 주엔 민이 많이 나오게 해 주세요 ,36
10621,프린수찬 김수찬님  매일 매일 기다려 지는분   방송에서  자주 봤으면  좋겠어요,프린수찬 김수찬님  매일 매일 기다려 지는분   방송에서  자주 봤으면  좋겠어요,프린수찬 김수찬 님  매일매일 기다려지는 분   방송에서  자주 봤으면  좋겠어요,45
10622,드라마 한다고 빠진 사람을 왜 여기다 돌려달라함? 드라마 끝나고 오겠죠,드라마 한다고 빠진 사람을 왜 여기다 돌려달라함 드라마 끝나고 오겠죠,드라마 한다고 빠진 사람을 왜 여기다 돌려달라 함 드라마 끝나고 오겠죠,38
10623,김수찬님이야말로최고죠~졸린눈비벼가며수찬님만바라봤답니다~,김수찬님이야말로최고죠졸린눈비벼가며수찬님만바라봤답니다,김수찬 님이야말로 최고죠 졸린 눈 비벼가며 수찬 님만 바라봤답니다,28
10624,이유리 보고픔 ㅠㅠ,이유리 보고픔 ㅠㅠ,이유리 보고픔 ㅠㅠ,10
10625,"김수찬, 조정민이 누구임?첨 보는 사람들노잼. 이사람들 나옴 이제 편스토랑도 빠빠이~~얼마나 재미없음 보다 채널돌림","김수찬, 조정민이 누구임첨 보는 사람들노잼 이사람들 나옴 이제 편스토랑도 빠빠이얼마나 재미없음 보다 채널돌림","김수찬, 조정민이 누구임 첨 보는 사람들로 잼 이 사람들 나옴 이제 편드 토랑도 빠이빠이 얼마나 재미없음 보다 채널 돌림",60
10626,나는전복김밥한번싸먹고비싸서두번은안쌈,나는전복김밥한번싸먹고비싸서두번은안쌈,나는 전복 김밥 한 번 싸먹고 비싸서 두 번은 안 쌈,19
10627,이유리 빠지니까 이제 아주 막나가네...  음식프로아냐? 오윤아까진 이해햇는데...,이유리 빠지니까 이제 아주 막나가네  음식프로아냐 오윤아까진 이해햇는데,이유리 빠지니까 이제 아주 막 나가네  음식 프로 아냐 오윤아까진 이해했는데,39
10628,컵반에 강된장 있지 않나,컵반에 강된장 있지 않나,컵 바니에 강된장 있지 않나,13
10629,프린수찬 때문에 보는중인데 담주도나옴??,프린수찬 때문에 보는중인데 담주도나옴,프린수찬 때문에 보는 중인데 담 주도 나옴,20
10630,음식관련 만드는분량은 점점줄어들고 개인사생활찍는 리얼방송으로 변질되는프로 그러니 점점 시청률 떨어지지,음식관련 만드는분량은 점점줄어들고 개인사생활찍는 리얼방송으로 변질되는프로 그러니 점점 시청률 떨어지지,음식 관련 만드는 분량은 점점 줄어들고 개인 사생활 찍는 리얼 방송으로 변질되는 프로 그러니 점점 시청률 떨어지지,56
10631,이유리씨 다시돌려줘요~~~ 음악 홍보 노잼이였어요~~~,이유리씨 다시돌려줘요 음악 홍보 노잼이였어요,이유리 씨 다시 돌려줘요 음악 홍보 노잼이였어요,24
10632,새로운 편쉐프 노잼,새로운 편쉐프 노잼,새로운 편 셰프 나 잼,10
10633,편스토랑 갑자기 삼천포로 가냐,편스토랑 갑자기 삼천포로 가냐,편이 스토랑 갑자기 삼천포로 가냐,16
10634,이유리님 보고 싶다...,이유리님 보고 싶다,이유리 님 보고 싶다,10
10635,빨리 보고싶다 ㅠㅠㅠ,빨리 보고싶다 ㅠㅠㅠ,빨리 보고 싶다 ㅠㅠㅠ,11
10636,저도 멘보샤보고 유리 언니 생각나던데ㅠㅠ,저도 멘보샤보고 유리 언니 생각나던데ㅠㅠ,저도 멘보샤 보고 유리 언니 생각나던데ㅠㅠ,22
10637,이유리님 참치 끝날때 까지 안나올걸요? 드라마때문애 참치 찍을땐 빠졌데요,이유리님 참치 끝날때 까지 안나올걸요 드라마때문애 참치 찍을땐 빠졌데요,이유리 님 참치 끝날 때까지 안 나올걸요 드라마 때문에 참치 찍을 땐 빠졌데요,39
10638,이유리님 안나와요 이제? 재밌었는데 멘보샤하면서 이유리님 생각들안나셨나 한마디가 없네,이유리님 안나와요 이제 재밌었는데 멘보샤하면서 이유리님 생각들안나셨나 한마디가 없네,이유리 님 안 나와요 이제 재밌었는데 멘보샤 하면서 이유리 님 생각들 안 나셨나 한마디가 없네,46
10639,이유리 안나와요??,이유리 안나와요,이유리 안 나와요,8
10640,편스토랑 오늘 왜그래요 음식 프로그램에 트롯 노래를 몇번을 ...짱나게,편스토랑 오늘 왜그래요 음식 프로그램에 트롯 노래를 몇번을 짱나게,편이 스토랑 오늘 왜 그래요 음식 프로그램에 트롯 노래를 몇 번을 짜증 나게,36
10641,전복김밥 망한거 모르나.. 오윤아님 물가체크좀 하시고 전복김밥 선정한 사람들 각성좀 하세요. 8500원 전복김밥을 들여다봤는데 먹고 싶어지는 맘 제로..,전복김밥 망한거 모르나 오윤아님 물가체크좀 하시고 전복김밥 선정한 사람들 각성좀 하세요 8500원 전복김밥을 들여다봤는데 먹고 싶어지는 맘 제로,전복 김밥 망한 거 모르나 오윤아 님 물가 체크 좀 하시고 전복 김밥 선정한 사람들 각성 좀 하세요 8500원 전복 김밥을 들여다봤는데 먹고 싶어지는 맘 제로,80
