,text,text_mark_rm,text_checked,text_len
258,이유리님 영상보고싶다 ㅍㅍ,이유리님 영상보고싶다 ㅍㅍ,이유리 님 영상 보고 싶다 ㅍㅍ,14
259,이유리 배우님 영상 오늘 안나오는 걸까요? 계속 기다렸는데  ... ...,이유리 배우님 영상 오늘 안나오는 걸까요 계속 기다렸는데   ,이유리 배우님 영상 오늘 안 나오는 걸까요 계속 기다렸는데   ,34
260,이유리님은 다음주에... 담주에 다시 봐야지,이유리님은 다음주에 담주에 다시 봐야지,이유리 님은 다음 주에 담 주에 다시 봐야지,21
261,이유리는 영상 안나오네 아...,이유리는 영상 안나오네 아,이유리는 영상 안 나오네 아,14
262,너무재미지네요~ 박하선씨 많이 부러우다~~,너무재미지네요 박하선씨 많이 부러우다,너무 재미지네요 박하선 씨 많이 부러 우다,20
263,맞아 사람마다 행복은 다 다른거지ㅜㅜ 증류수? 한번 마셔보고 싶다 쩝,맞아 사람마다 행복은 다 다른거지ㅜㅜ 증류수 한번 마셔보고 싶다 쩝,맞아 사람마다 행복은 다 다른 거지ㅜㅜ 증류수 한번 마셔보고 싶다 쩝,37
264,애들이니 아내 타령하는거 지겨웠는데 간만에 보기 편안한 남배우나와서 좋다~,애들이니 아내 타령하는거 지겨웠는데 간만에 보기 편안한 남배우나와서 좋다,애들이니 아내 타령하는 거 지겨웠는데 오래간만에 보기 편안한 남배우 나와서 좋다,40
265,이유리도 해보지ㅋㅋㅋ 진행잘하네~,이유리도 해보지ㅋㅋㅋ 진행잘하네,이유리도 해보지ㅋㅋㅋ 진행 잘하네,17
266,이유리 센스 ㅋㅋㅋㅋㅋㅋㅋ,이유리 센스 ㅋㅋㅋㅋㅋㅋㅋ,이유리 센스 ㅋㅋㅋㅋㅋㅋㅋ,14
267,현영  목소리가 너무 거슬림!! 듣기 싫어...ㅜㅜ,현영  목소리가 너무 거슬림!! 듣기 싫어ㅜㅜ,현영  목소리가 너무 거슬림!! 듣기 싫어ㅜㅜ,25
268,맛있겠다ㅜㅜ,맛있겠다ㅜㅜ,맛있겠다ㅜㅜ,6
269,저 다음주 21일에 휴가때 한번 가보고싶어요,저 다음주 21일에 휴가때 한번 가보고싶어요,저 다음 주 21일에 휴가 때 한번 가보고 싶어요,24
270,당구대통삼겹이욤,당구대통삼겹이욤,당구대 통 삼겹이 욤,8
271,저기 어디에여?,저기 어디에여,저기 어디에요,7
272,저기삼겹살집어딘지 아는분?,저기삼겹살집어딘지 아는분,저기 삼겹살집 어딘지 아는 분,13
273,개그맨들도 여기저기 많이 나오는 사람만 나오네,개그맨들도 여기저기 많이 나오는 사람만 나오네,개그맨들도 여기저기 많이 나오는 사람만 나오네,25
274,마스크나 잘쓰지 코다나오는구만,마스크나 잘쓰지 코다나오는구만,마스크나 잘 쓰지 코다 나오는 구만,16
275,역시 이영자다,역시 이영자다,역시 이영자다,7
276,백터맨이글 멋있네~,백터맨이글 멋있네,벡터맨 이 글 멋있네,9
277,그냥 나오지 말아주세요 집중안되요 보기싫어요 듣기싫어요 짜증나요 불쾌해요 제발 진짜 싫어요 오디오 그만쫌 겹치세요 오~~~~ 이야~~~ 다 싫어요 아아아 말꼬리 물고 다 대답하고 다른사람들 품평에도 대단하고 아ㅏㅏ시끄러 진짜 집으로 가서 티비로 보세요 시청자로 혼자 집에서 리액션하세요 제발제발제발 진짜 저번주도 싫고 이번주는 더더더 거슬리네요 진짜,그냥 나오지 말아주세요 집중안되요 보기싫어요 듣기싫어요 짜증나요 불쾌해요 제발 진짜 싫어요 오디오 그만쫌 겹치세요 오 이야 다 싫어요 아아아 말꼬리 물고 다 대답하고 다른사람들 품평에도 대단하고 아ㅏㅏ시끄러 진짜 집으로 가서 티비로 보세요 시청자로 혼자 집에서 리액션하세요 제발제발제발 진짜 저번주도 싫고 이번주는 더더더 거슬리네요 진짜,그냥 나오지 말아 주세요 집중 안 돼요 보기 싫어요 듣기 싫어요 짜증 나요 불쾌해요 제발 진짜 싫어요 오디오 그만 좀 겹치세요 오이야 다 싫어요 아아아 말꼬리 물고 다 대답하고 다른 사람들 품평에도 대단하고 아바ㅏ시끄러 진짜 집으로 가서 티브이로 보세요 시청자로 혼자 집에서 리액션 하세요 제발 제발 제발 진짜 저번 주도 싫고 이번 주는 더더더 거슬리네요 진짜,188
278,톡 쓰면 반영하나요??? 저번주 부터 진짜 열심히 글 썼는데 왜 또 나와서 시끄럽게 계속계속계쏙 계속 나오나요 제발 집에서 보세요집중안되요 김보민여자분 너무너무 시끄러워요 리액션 그만 집에가서 티비로보세요 제발제발 말 한마디 다 추임새넣고 진짜 듣기싫어요 제발 그만나오세요 시청자가 되세요 !!!!!!!!!!!!!!!,톡 쓰면 반영하나요 저번주 부터 진짜 열심히 글 썼는데 왜 또 나와서 시끄럽게 계속계속계쏙 계속 나오나요 제발 집에서 보세요집중안되요 김보민여자분 너무너무 시끄러워요 리액션 그만 집에가서 티비로보세요 제발제발 말 한마디 다 추임새넣고 진짜 듣기싫어요 제발 그만나오세요 시청자가 되세요 !!!!!!!!!!!!!!!,톡 쓰면 반영하나요 저번 주부터 진짜 열심히 글 썼는데 왜 또 나와서 시끄럽게 계속 계속 계속 계속 나오나요 제발 집에서 보세요 집중 안 돼요 김보민 여자분 너무너무 시끄러워요 리액션 그만 집에 가서 티브이로 보세요 제발 제발 말 한마디 다 추임새 넣고 진짜 듣기 싫어요 제발 그만 나오세요 시청자가 되세요!!!!!!!!!!!!!!!,174
279,톡 쓰면 반영하나요??? 저번주 부터 진짜 열심히 글 썼는데 왜 또 나와서 시끄럽게 계속계속계쏙 계속 나오나요 제발 집에서 보세요집중안되요 김보민여자분 너무너무 시끄러워요 리액션 그만 집에가서 티비로보세요 제발제발 말 한마디 다 추임새넣고 진짜 듣기싫어요 제발 그만나오세요 시청자가 되세요 !!!!!!!!!!!!!!! 그냥나와주세요 집중안되요 보기싫어요 듣기싫어요 짜증나요 불쾌해요 제발 진짜 싫어요 오디오 그만쫌 겹치세요 오~~~~ 이야~~~ 다 싫어요 아아아 말꼬리 물고 다 대답하고 다른사람들 품평에도 대단하고 아ㅏㅏ시끄러 진짜 집으로 가서 티비로 보세요 시청자로 혼자 집에서 리액션하세요 제발제발제발 진짜 저번주도 싫고 이번주는 더더더 거슬리네요 진짜,톡 쓰면 반영하나요 저번주 부터 진짜 열심히 글 썼는데 왜 또 나와서 시끄럽게 계속계속계쏙 계속 나오나요 제발 집에서 보세요집중안되요 김보민여자분 너무너무 시끄러워요 리액션 그만 집에가서 티비로보세요 제발제발 말 한마디 다 추임새넣고 진짜 듣기싫어요 제발 그만나오세요 시청자가 되세요 !!!!!!!!!!!!!!! 그냥나와주세요 집중안되요 보기싫어요 듣기싫어요 짜증나요 불쾌해요 제발 진짜 싫어요 오디오 그만쫌 겹치세요 오 이야 다 싫어요 아아아 말꼬리 물고 다 대답하고 다른사람들 품평에도 대단하고 아ㅏㅏ시끄러 진짜 집으로 가서 티비로 보세요 시청자로 혼자 집에서 리액션하세요 제발제발제발 진짜 저번주도 싫고 이번주는 더더더 거슬리네요 진짜,톡 쓰면 반영하나요 저번 주부터 진짜 열심히 글 썼는데 왜 또 나와서 시끄럽게 계속 계속 계속 계속 나오나요 제발 집에서 보세요 집중 안 돼요 김보민 여자분 너무너무 시끄러워요 리액션 그만 집에 가서 티브이로 보세요 제발 제발 말 한마디 다 추임새 넣고 진짜 듣기 싫어요 제발 그만 나오세요 시청자가 되세요!!!!!!!!!!!!!!! 그냥 나와주세요 집중 안 돼요 보기 싫어요 듣기 싫어요 짜증 나요 불쾌해요 제발 진짜 싫어요 오디오 그만 좀 겹치세요 오이야 다 싫어요 아아아 말꼬리 물고 다 대답하고 다른 사람들 품평에도 대단하고 아바ㅏ시끄러 진짜 집으로 가서 티브이로 보세요 시청자로 혼자 집에서 리액션 하세요 제발 제발 제발 진짜 저번 주도 싫고 이번 주는 더더더 거슬리네요 진짜,358
280,아 김보민여자분 진짜 집에서 티비로 보세요 혼자 이야기 하세요 진짜 듣기 힘들어요 휴 진짜 너무너무너무너무,아 김보민여자분 진짜 집에서 티비로 보세요 혼자 이야기 하세요 진짜 듣기 힘들어요 휴 진짜 너무너무너무너무,아 김보민 여자분 진짜 집에서 티브이로 보세요 혼자 이야기하세요 진짜 듣기 힘들어요 휴 진짜 너무너무너무너무,59
281,톡 쓰면 반영하나요??? 저번주 부터 진짜 열심히 글 썼는데 왜 또 나와서 시끄럽게 계속계속계쏙 계속 나오나요 제발 집에서 보세요집중안되요 김보민여자분 너무너무 시끄러워요 리액션 그만 집에가서 티비로보세요 제발제발 말 한마디 다 추임새넣고 진짜 듣기싫어요 제발 그만나오세요 시청자가 되세요 !!!!!!!!!!!!!!! 그냥나와주세요 집중안되요 보기싫어요 듣기싫어요 짜증나요 불쾌해요 제발 진짜 싫어요 오디오 그만쫌 겹치세요 오~~~~ 이야~~~ 다 싫어요 아아아 말꼬리 물고 다 대답하고 다른사람들 품평에도 대단하고 아ㅏㅏ시끄러 진짜 집으로 가서 티비로 보세요 시청자로 혼자 집에서 리액션하세요 제발제발제발 진짜 저번주도 싫고 이번주는 더더더 거슬리네요 진짜,톡 쓰면 반영하나요 저번주 부터 진짜 열심히 글 썼는데 왜 또 나와서 시끄럽게 계속계속계쏙 계속 나오나요 제발 집에서 보세요집중안되요 김보민여자분 너무너무 시끄러워요 리액션 그만 집에가서 티비로보세요 제발제발 말 한마디 다 추임새넣고 진짜 듣기싫어요 제발 그만나오세요 시청자가 되세요 !!!!!!!!!!!!!!! 그냥나와주세요 집중안되요 보기싫어요 듣기싫어요 짜증나요 불쾌해요 제발 진짜 싫어요 오디오 그만쫌 겹치세요 오 이야 다 싫어요 아아아 말꼬리 물고 다 대답하고 다른사람들 품평에도 대단하고 아ㅏㅏ시끄러 진짜 집으로 가서 티비로 보세요 시청자로 혼자 집에서 리액션하세요 제발제발제발 진짜 저번주도 싫고 이번주는 더더더 거슬리네요 진짜,톡 쓰면 반영하나요 저번 주부터 진짜 열심히 글 썼는데 왜 또 나와서 시끄럽게 계속 계속 계속 계속 나오나요 제발 집에서 보세요 집중 안 돼요 김보민 여자분 너무너무 시끄러워요 리액션 그만 집에 가서 티브이로 보세요 제발 제발 말 한마디 다 추임새 넣고 진짜 듣기 싫어요 제발 그만 나오세요 시청자가 되세요!!!!!!!!!!!!!!! 그냥 나와주세요 집중 안 돼요 보기 싫어요 듣기 싫어요 짜증 나요 불쾌해요 제발 진짜 싫어요 오디오 그만 좀 겹치세요 오이야 다 싫어요 아아아 말꼬리 물고 다 대답하고 다른 사람들 품평에도 대단하고 아바ㅏ시끄러 진짜 집으로 가서 티브이로 보세요 시청자로 혼자 집에서 리액션 하세요 제발 제발 제발 진짜 저번 주도 싫고 이번 주는 더더더 거슬리네요 진짜,358
282,톡 쓰면 반영하나요??? 저번주 부터 진짜 열심히 글 썼는데 왜 또 나와서 시끄럽게 계속계속계쏙 계속 나오나요 제발 집에서 보세요집중안되요 김보민여자분 너무너무 시끄러워요 리액션 그만 집에가서 티비로보세요 제발제발 말 한마디 다 추임새넣고 진짜 듣기싫어요 제발 그만나오세요 시청자가 되세요 !!!!!!!!!!!!!!! 그냥나와주세요 집중안되요 보기싫어요 듣기싫어요 짜증나요 불쾌해요 제발 진짜 싫어요 오디오 그만쫌 겹치세요 오~~~~ 이야~~~ 다 싫어요 아아아 말꼬리 물고 다 대답하고 다른사람들 품평에도 대단하고 아ㅏㅏ시끄러 진짜 집으로 가서 티비로 보세요 시청자로 혼자 집에서 리액션하세요 제발제발제발 진짜 저번주도 싫고 이번주는 더더더 거슬리네요 진짜,톡 쓰면 반영하나요 저번주 부터 진짜 열심히 글 썼는데 왜 또 나와서 시끄럽게 계속계속계쏙 계속 나오나요 제발 집에서 보세요집중안되요 김보민여자분 너무너무 시끄러워요 리액션 그만 집에가서 티비로보세요 제발제발 말 한마디 다 추임새넣고 진짜 듣기싫어요 제발 그만나오세요 시청자가 되세요 !!!!!!!!!!!!!!! 그냥나와주세요 집중안되요 보기싫어요 듣기싫어요 짜증나요 불쾌해요 제발 진짜 싫어요 오디오 그만쫌 겹치세요 오 이야 다 싫어요 아아아 말꼬리 물고 다 대답하고 다른사람들 품평에도 대단하고 아ㅏㅏ시끄러 진짜 집으로 가서 티비로 보세요 시청자로 혼자 집에서 리액션하세요 제발제발제발 진짜 저번주도 싫고 이번주는 더더더 거슬리네요 진짜,톡 쓰면 반영하나요 저번 주부터 진짜 열심히 글 썼는데 왜 또 나와서 시끄럽게 계속 계속 계속 계속 나오나요 제발 집에서 보세요 집중 안 돼요 김보민 여자분 너무너무 시끄러워요 리액션 그만 집에 가서 티브이로 보세요 제발 제발 말 한마디 다 추임새 넣고 진짜 듣기 싫어요 제발 그만 나오세요 시청자가 되세요!!!!!!!!!!!!!!! 그냥 나와주세요 집중 안 돼요 보기 싫어요 듣기 싫어요 짜증 나요 불쾌해요 제발 진짜 싫어요 오디오 그만 좀 겹치세요 오이야 다 싫어요 아아아 말꼬리 물고 다 대답하고 다른 사람들 품평에도 대단하고 아바ㅏ시끄러 진짜 집으로 가서 티브이로 보세요 시청자로 혼자 집에서 리액션 하세요 제발 제발 제발 진짜 저번 주도 싫고 이번 주는 더더더 거슬리네요 진짜,358
283,톡 쓰면 반영하나요??? 저번주 부터 진짜 열심히 글 썼는데 왜 또 나와서 시끄럽게 계속계속계쏙 계속 나오나요 제발 집에서 보세요집중안되요 김보민여자분 너무너무 시끄러워요 리액션 그만 집에가서 티비로보세요 제발제발 말 한마디 다 추임새넣고 진짜 듣기싫어요 제발 그만나오세요 시청자가 되세요 !!!!!!!!!!!!!!! 그냥나와주세요 집중안되요 보기싫어요 듣기싫어요 짜증나요 불쾌해요 제발 진짜 싫어요 오디오 그만쫌 겹치세요 오~~~~ 이야~~~ 다 싫어요 아아아 말꼬리 물고 다 대답하고 다른사람들 품평에도 대단하고 아ㅏㅏ시끄러 진짜 집으로 가서 티비로 보세요 시청자로 혼자 집에서 리액션하세요 제발제발제발 진짜 저번주도 싫고 이번주는 더더더 거슬리네요 진짜,톡 쓰면 반영하나요 저번주 부터 진짜 열심히 글 썼는데 왜 또 나와서 시끄럽게 계속계속계쏙 계속 나오나요 제발 집에서 보세요집중안되요 김보민여자분 너무너무 시끄러워요 리액션 그만 집에가서 티비로보세요 제발제발 말 한마디 다 추임새넣고 진짜 듣기싫어요 제발 그만나오세요 시청자가 되세요 !!!!!!!!!!!!!!! 그냥나와주세요 집중안되요 보기싫어요 듣기싫어요 짜증나요 불쾌해요 제발 진짜 싫어요 오디오 그만쫌 겹치세요 오 이야 다 싫어요 아아아 말꼬리 물고 다 대답하고 다른사람들 품평에도 대단하고 아ㅏㅏ시끄러 진짜 집으로 가서 티비로 보세요 시청자로 혼자 집에서 리액션하세요 제발제발제발 진짜 저번주도 싫고 이번주는 더더더 거슬리네요 진짜,톡 쓰면 반영하나요 저번 주부터 진짜 열심히 글 썼는데 왜 또 나와서 시끄럽게 계속 계속 계속 계속 나오나요 제발 집에서 보세요 집중 안 돼요 김보민 여자분 너무너무 시끄러워요 리액션 그만 집에 가서 티브이로 보세요 제발 제발 말 한마디 다 추임새 넣고 진짜 듣기 싫어요 제발 그만 나오세요 시청자가 되세요!!!!!!!!!!!!!!! 그냥 나와주세요 집중 안 돼요 보기 싫어요 듣기 싫어요 짜증 나요 불쾌해요 제발 진짜 싫어요 오디오 그만 좀 겹치세요 오이야 다 싫어요 아아아 말꼬리 물고 다 대답하고 다른 사람들 품평에도 대단하고 아바ㅏ시끄러 진짜 집으로 가서 티브이로 보세요 시청자로 혼자 집에서 리액션 하세요 제발 제발 제발 진짜 저번 주도 싫고 이번 주는 더더더 거슬리네요 진짜,358
284,집중안되요 김보민여자분 너무너무 시끄러워요 리액션 그만 집에가서 티비로보세요 제발제발 말 한마디 다 추임새넣고 진짜 듣기싫어요 제발 그만나오세요 시청자가 되세요 !!!!!!!!!!!!!!! 그냥나와주세요 집중안되요 보기싫어요 듣기싫어요 짜증나요 불쾌해요 제발 진짜 싫어요 오디오 그만쫌 겹치세요 오~~~~ 이야~~~ 다 싫어요 아아아 말꼬리 물고 다 대답하고 다른사람들 품평에도 대단하고 아ㅏㅏ시끄러 진짜 집으로 가서 티비로 보세요 시청자로 혼자 집에서 리액션하세요 제발제발제발 진짜 저번주도 싫고 이번주는 더더더 거슬리네요 진짜,집중안되요 김보민여자분 너무너무 시끄러워요 리액션 그만 집에가서 티비로보세요 제발제발 말 한마디 다 추임새넣고 진짜 듣기싫어요 제발 그만나오세요 시청자가 되세요 !!!!!!!!!!!!!!! 그냥나와주세요 집중안되요 보기싫어요 듣기싫어요 짜증나요 불쾌해요 제발 진짜 싫어요 오디오 그만쫌 겹치세요 오 이야 다 싫어요 아아아 말꼬리 물고 다 대답하고 다른사람들 품평에도 대단하고 아ㅏㅏ시끄러 진짜 집으로 가서 티비로 보세요 시청자로 혼자 집에서 리액션하세요 제발제발제발 진짜 저번주도 싫고 이번주는 더더더 거슬리네요 진짜,집중 안 돼요 김보민 여자분 너무너무 시끄러워요 리액션 그만 집에 가서 티브이로 보세요 제발 제발 말 한마디 다 추임새 넣고 진짜 듣기 싫어요 제발 그만 나오세요 시청자가 되세요!!!!!!!!!!!!!!! 그냥 나와주세요 집중 안 돼요 보기 싫어요 듣기 싫어요 짜증 나요 불쾌해요 제발 진짜 싫어요 오디오 그만 좀 겹치세요 오이야 다 싫어요 아아아 말꼬리 물고 다 대답하고 다른 사람들 품평에도 대단하고 아바ㅏ시끄러 진짜 집으로 가서 티브이로 보세요 시청자로 혼자 집에서 리액션 하세요 제발 제발 제발 진짜 저번 주도 싫고 이번 주는 더더더 거슬리네요 진짜,289
285,"그놈의 해외여행 타령 좀 하지마라. 얼빠진 욜로족 말고는 해외여행 평생에 몇번 간다고 난리냐. 아직 여권 만들어보지도 못한 사람이 절반은 넘는다. 간편식, 편의점 음식 만든다면서? 그럼 타깃은 서민층 아니냐? 근데 무슨 온갖 프로그램 짬뽕시키냐.","그놈의 해외여행 타령 좀 하지마라 얼빠진 욜로족 말고는 해외여행 평생에 몇번 간다고 난리냐 아직 여권 만들어보지도 못한 사람이 절반은 넘는다 간편식, 편의점 음식 만든다면서 그럼 타깃은 서민층 아니냐 근데 무슨 온갖 프로그램 짬뽕시키냐","그놈의 해외여행 타령 좀 하지 마라 얼빠진 욜로족 말고는 해외여행 평생에 몇 번 간다고 난리냐 아직 여권 만들어보지도 못한 사람이 절반은 넘는다 간편식, 편의점 음식 만든다면서 그럼 타깃은 서민층 아니냐 근데 무슨 온갖 프로그램 짬뽕시키냐",131
286,김보민은 예전부터 비호감으로 유명한데 출연료 싸다고 계속 나오냐? 잡다한거 빼고 류수영에 집중하고 신인 발굴해라,김보민은 예전부터 비호감으로 유명한데 출연료 싸다고 계속 나오냐 잡다한거 빼고 류수영에 집중하고 신인 발굴해라,김보민은 예전부터 비호감으로 유명한데 출연료 싸다고 계속 나오냐 잡다한 거 빼고 류수영에 집중하고 신인 발굴해라,61
287,울산에 미트파이 나왔으면 좋겠는데요. 특히 돈스파이  말인데요.,울산에 미트파이 나왔으면 좋겠는데요 특히 돈스파이  말인데요,울산에 미트파이 나왔으면 좋겠는데요 특히 돈 스파이  말인데요,33
288,진짜궁금한게있는데요 한지혜38살아닌가요?왜 이때 전화통화때 39살이라고하는건지 너무궁금쓰 빠른도아니던데,진짜궁금한게있는데요 한지혜38살아닌가요왜 이때 전화통화때 39살이라고하는건지 너무궁금쓰 빠른도아니던데,진짜 궁금한 게 있는데요 한지혜 38살 아닌가요 왜 이때 전화통화 때 39살이라고 하는 건지 너무 궁금 쓰 바른도 아니던데,56
289,요리경연프로그램에 연예인들 사생활 끼어넣더니 이젠 운동하는거까지 봐줘야하나요,요리경연프로그램에 연예인들 사생활 끼어넣더니 이젠 운동하는거까지 봐줘야하나요,요리경연 프로그램에 연예인들 사생활 끼어 넣더니 이젠 운동하는 거까지 봐줘야 하나요,42
290,이영자님 하차했나요??,이영자님 하차했나요,이영자 님 하차했나요,10
291,그래도 유진님은 여신,그래도 유진님은 여신,그래도 유진님은 여신,11
292,오윤희가 안경을 쓰네..,오윤희가 안경을 쓰네,오윤희가 안경을 쓰네,11
293,이유리님 때문에 보는건데  다음주에는 나오겠지 ㅠㅠ,이유리님 때문에 보는건데  다음주에는 나오겠지 ㅠㅠ,이유리 님 때문에 보는 건데  다음 주에는 나오겠지 ㅠㅠ,28
294,이유리 좀 나와라ㅠㅠㅠ,이유리 좀 나와라ㅠㅠㅠ,이유리 좀 나와라ㅠㅠㅠ,12
295,이연복 세프님은 언제나 좋은말씀만 하시네요,이연복 세프님은 언제나 좋은말씀만 하시네요,이연복 세프님은 언제나 좋은 말씀만 하시네요,23
296,기태영 왜 나와 몸매 자랑하러둔 운동한것 보여주려고 이곳이 음식한것 보여준것인데  이렇게 할혀면 나오지말것 이잡은 재미도없음,기태영 왜 나와 몸매 자랑하러둔 운동한것 보여주려고 이곳이 음식한것 보여준것인데  이렇게 할혀면 나오지말것 이잡은 재미도없음,기태영 왜 나와 몸매 자랑하러둔 운동한 것 보여주려고 이곳이 음식 한 것 보여준 것인데  이렇게 할혀 면 나오지 말 것이 잡은 재미도 없음,69
297,대형마트는 어디를 말하는 건가요?,대형마트는 어디를 말하는 건가요,대형마트는 어디를 말하는 건가요,17
298,류수영 안나오나요?,류수영 안나오나요,류수영 안 나오나요,9
299,류수영이 제일 재미남...스토리도 좋고...,류수영이 제일 재미남스토리도 좋고,류수영이 제일 재미남 스토리도 좋고,18
300,ㅋㅋㅋㅋㅋㅋ마두기 한입에 다 들어가네,ㅋㅋㅋㅋㅋㅋ마두기 한입에 다 들어가네,ㅋㅋㅋㅋㅋㅋ마두기 한입에 다 들어가네,20
301,이경규메뉴가 먹기도 편하고 더괜찮을거같다,이경규메뉴가 먹기도 편하고 더괜찮을거같다,이경규 메뉴가 먹기도 편하고 더 괜찮을 거 같다,22
302,결혼 잘했네,결혼 잘했네,결혼 잘했네,6
303,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ기테일 마상,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ기테일 마상,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ기테일 마상,22
304,오윤희 등장,오윤희 등장,오윤희 등장,6
305,유진 영통으로 나왔었음,유진 영통으로 나왔었음,유진 영통으로 나왔었음,12
306,유진 미모가 저화질을 뚫고 나오넼ㅋ,유진 미모가 저화질을 뚫고 나오넼ㅋ,유진 미모가 저화질을 뚫고 나오넼ㅋ,19
307,기테일 라면 왠지 맛 독특하고 맛있을듯,기테일 라면 왠지 맛 독특하고 맛있을듯,디테일 라면 왠지 맛 독특하고 맛있을 듯,21
308,아몬드 우유 맛있겠다,아몬드 우유 맛있겠다,아몬드 우유 맛있겠다,11
309,김보민 시청자 처럼 내추럴해서 보기 좋은디,김보민 시청자 처럼 내추럴해서 보기 좋은디,김보민 시청자처럼 내추럴해서 보기 좋은데,23
310,기태영 허경환. 웃기네,기태영 허경환 웃기네,기태영 허경환 웃기네,11
311,김보민씨 너무 시끄러운 수준으로 멘트가 많아요 좀 줄여주셨으면... 보는 입장에서 불편한 수준,김보민씨 너무 시끄러운 수준으로 멘트가 많아요 좀 줄여주셨으면 보는 입장에서 불편한 수준,김보민 씨 너무 시끄러운 수준으로 멘트가 많아요 좀 줄여주셨으면 보는 입장에서 불편한 수준,49
312,류수영은 매주 나왔으면,류수영은 매주 나왔으면,류수영은 매주 나왔으면,12
313,기태영씨네 솔직히 재미없다,기태영씨네 솔직히 재미없다,기태영 씨네 솔직히 재미없다,14
314,똥폼 잡고 잇네,똥폼 잡고 잇네,똥폼 잡고 있네,8
315,그렇게 먹을거면 걍 밥을 먹어라!!,그렇게 먹을거면 걍 밥을 먹어라!!,그렇게 먹을 거면 그냥 밥을 먹어라!!,19
316,유진 안나옴,유진 안나옴,유진 안 나옴,6
317,오늘 유진 나왔나요?,오늘 유진 나왔나요,오늘 유진 나왔나요,10
318,아까 우주소녀 다영인가요?,아까 우주소녀 다영인가요,아까 우주소녀 다영인가요,13
319,한지혜 고기 굽던 전기그릴? 불판? 어디것인지 아시는 분 계시나요??,한지혜 고기 굽던 전기그릴 불판 어디것인지 아시는 분 계시나요,한지혜 고기 굽던 전기 그릴 불판 어디 것인지 아시는 분 계시나요,34
320,이경규랑 이영자는 한 주제씩 돌아가면서 하는거같음,이경규랑 이영자는 한 주제씩 돌아가면서 하는거같음,이경규랑 이영자는 한 주제씩 돌아가면서 하는 거 같음,27
321,취지에 벗어나니까 프로그램 색깔은 갈수록 잃어버리고 형편없고 지루하고 이게뭔지...,취지에 벗어나니까 프로그램 색깔은 갈수록 잃어버리고 형편없고 지루하고 이게뭔지,취지에 벗어나니까 프로그램 색깔은 갈수록 잃어버리고 형편없고 지루하고 이게 뭔지,43
322,이영자 없으니까 재미없네 왜안나오는지 아시나요?,이영자 없으니까 재미없네 왜안나오는지 아시나요,이영자 없으니까 재미없네 왜 안 나오는지 아시나요,25
323,이영자 저번주에도 안나오고 왜안나요?하차뉴스는 없는데요 근데  계속이영자가 안나오네요,이영자 저번주에도 안나오고 왜안나요하차뉴스는 없는데요 근데  계속이영자가 안나오네요,이영자 저번 주에도 안 나오고 왜 안 나요 하차 뉴스는 없는데요 근데  계속 이영자가 안 나오네요,46
324,뭔가 허전하다고 느꼈는데 이영자님이 안 나오시네요??왜 안나오신거죠??,뭔가 허전하다고 느꼈는데 이영자님이 안 나오시네요왜 안나오신거죠,뭔가 허전하다고 느꼈는데 이영자 님이 안 나오시네요 왜 안 나오신 거죠,35
325,대만가고싶다,대만가고싶다,대만 가고 싶다,6
326,한지혜님~~혹 임신 아닌가요???좀 몸이 부어보이네요..,한지혜님혹 임신 아닌가요좀 몸이 부어보이네요,한지혜 님 혹 임신 아닌가요 좀 몸이 부어 보이네요,24
327,이연복셰프님 넘 맛있게 하시네~~먹고파요^^힝,이연복셰프님 넘 맛있게 하시네먹고파요힝,이 연복 셰프님 너무 맛있게 하시네 먹고파요 힝,21
328,이영자 왜 안나옴?,이영자 왜 안나옴,이영자 왜 안 나옴,9
329,이경규님은 음식 먹으면서  말할때 입을 막고 말했음 좋겠어요~~넘 보기 민앙해요,이경규님은 음식 먹으면서  말할때 입을 막고 말했음 좋겠어요넘 보기 민앙해요,이경규 님은 음식 먹으면서  말할 때 입을 막고 말했으면 좋겠어요 넘보기 민망해요,42
330,이연복님   굿이당~~~  징짜 꺌끔하시네,이연복님   굿이당  징짜 꺌끔하시네,이 연복 님   굿이다  진짜 꺌끔하시네,20
331,대박이닷,대박이닷,대박이다,4
332,조정민좀 그만나왔으면 합니다... 전에도 시청자 분들이 너무 보기 불편하다고 해서 안나오다가 다시나오네요... 채널 돌립니다.,조정민좀 그만나왔으면 합니다 전에도 시청자 분들이 너무 보기 불편하다고 해서 안나오다가 다시나오네요 채널 돌립니다,조정민 좀 그만 나왔으면 합니다 전에도 시청자분들이 너무 보기 불편하다고 해서 안 나오다가 다시 나오네요 채널 돌립니다,63
333,이경규  님 말씀이 맞습니다,이경규  님 말씀이 맞습니다,이경규  님 말씀이 맞습니다,15
334,뿌듯합니다~~^^,뿌듯합니다,뿌듯합니다,5
335,저기부금에 나도 먛이동참했었지,저기부금에 나도 먛이동참했었지,저 기부금에 나도 먛이동참했었지,16
